idnum,uniq_id,cluster,upm,wt,wave,pais,nationality,estratopri,prov,municipio,estratosec,tamano,ur,fecha,q1,q2,a4,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,q10new
1272,MEX18_1272,611,39,1,2018,México,Mexicano,Centro,Estado de México,Ixtapaluca,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Mujer,43,Secuestro,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No sabe,No responde
347,MEX18_0347,222,41,1,2018,México,Mexicano,Centro,Distrito Federal,Iztacalco,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,31/01/2019,Mujer,64,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,No responde
579,MEX18_0579,591,15,1,2018,México,Mexicano,Centro,Estado de México,Chicoloapan,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Mujer,19,Corrupción,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
658,MEX18_0658,1101,31,1,2018,México,Mexicano,Norte,Sonora,Guaymas,"Grande (más de 100,000)",Ciudad mediana,Urbano,24/02/2019,Mujer,62,Violencia,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No sabe,No sabe
612,MEX18_0612,1082,91,1,2018,México,Mexicano,Norte,Sinaloa,Rosario,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,05/03/2019,Hombre,22,Pobreza,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No responde,"Entre $5,401 - $6,400"
1358,MEX18_1358,612,39,1,2018,México,Mexicano,Centro,Estado de México,Ixtapaluca,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Mujer,63,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No responde,No responde
875,MEX18_0875,1071,25,1,2018,México,Mexicano,Norte,Sinaloa,Culiacán,"Grande (más de 100,000)",Ciudad grande,Rural,04/03/2019,Hombre,48,Pobreza,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $5,401 - $6,400"
226,MEX18_0226,582,117,1,2018,México,Mexicano,Centro,Estado de México,Valle de Chalco Solidaridad,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Mujer,66,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $2,801 - $3,400"
542,MEX18_0542,961,88,1,2018,México,Mexicano,Centro,Puebla,Puebla,"Grande (más de 100,000)",Ciudad grande,Urbano,07/02/2019,Hombre,28,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,Sí,PRI / Partido Revolucionario Institucional,Mucho,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $3,401 - $3,800"
1216,MEX18_1216,1201,19,1,2018,México,Mexicano,Sur,Veracruz,Coatzacoalcos,"Grande (más de 100,000)",Ciudad grande,Urbano,24/02/2019,Mujer,44,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,801 - $5,400"
467,MEX18_0467,1122,13,1,2018,México,Mexicano,Sur,Tabasco,Centro,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Mujer,37,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No sabe,No sabe
518,MEX18_0518,241,43,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Hombre,20,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por algún candidato o partido diferente del actual gobierno,No responde
1263,MEX18_1263,1011,80,1,2018,México,Mexicano,Sur,Quintana Roo,Othón P. Blanco,"Grande (más de 100,000)",Ciudad mediana,Rural,04/03/2019,Mujer,28,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No responde,"Entre $1,201 - $1,600"
1000,MEX18_1000,251,44,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,31/01/2019,Mujer,19,Violencia,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No responde,"Entre $5,401 - $6,400"
1141,MEX18_1141,1121,13,1,2018,México,Mexicano,Sur,Tabasco,Centro,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Hombre,49,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Mucho,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $1,201 - $1,600"
1388,MEX18_1388,1282,56,1,2018,México,Mexicano,Sur,Yucatán,Mérida,"Grande (más de 100,000)",Ciudad grande,Urbano,03/03/2019,Hombre,35,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
1474,MEX18_1474,121,4,1,2018,México,Mexicano,Sur,Chiapas,Amatán,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,09/03/2019,Mujer,54,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No sabe,Menos de $620
492,MEX18_0492,471,104,1,2018,México,Mexicano,Centro,Hidalgo,Tepeji del Río de Ocampo,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,10/02/2019,Hombre,50,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $5,401 - $6,400"
1131,MEX18_1131,591,15,1,2018,México,Mexicano,Centro,Estado de México,Chicoloapan,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,05/02/2019,Hombre,71,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $1,201 - $1,600"
1273,MEX18_1273,472,104,1,2018,México,Mexicano,Centro,Hidalgo,Tepeji del Río de Ocampo,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,10/02/2019,Mujer,55,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $3,801 - $4,300"
150,MEX18_0150,371,51,1,2018,México,Mexicano,Centro Occidente,Guanajuato,León,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,38,Seguridad (falta de),Sí,Sí,Sí votó,No responde,Sí,No responde,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
903,MEX18_0903,372,51,1,2018,México,Mexicano,Centro Occidente,Guanajuato,León,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,24,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $9,301 - $13,000"
132,MEX18_0132,372,51,1,2018,México,Mexicano,Centro Occidente,Guanajuato,León,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Hombre,33,Otro,Sí,Sí,Sí votó,No responde,Sí,PT / Partido del Trabajo,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $6,401 - $7,600"
900,MEX18_0900,471,104,1,2018,México,Mexicano,Centro,Hidalgo,Tepeji del Río de Ocampo,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,10/02/2019,Mujer,49,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $3,801 - $4,300"
523,MEX18_0523,371,51,1,2018,México,Mexicano,Centro Occidente,Guanajuato,León,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,60,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No responde,"Entre $2,401 - $2,800"
683,MEX18_0683,1001,79,1,2018,México,Mexicano,Sur,Quintana Roo,Othón P. Blanco,"Grande (más de 100,000)",Ciudad mediana,Urbano,04/03/2019,Hombre,70,Otro,Sí,Sí,Sí votó,No responde,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
1457,MEX18_1457,1211,21,1,2018,México,Mexicano,Sur,Veracruz,Cosoleacaque,"Grande (más de 100,000)",Ciudad mediana,Urbano,23/02/2019,Mujer,54,Desempleo/falta de empleo,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $7,601 - $9,300"
859,MEX18_0859,942,36,1,2018,México,Mexicano,Centro,Puebla,Huaquechula,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,08/02/2019,Hombre,20,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $1,201 - $1,600"
935,MEX18_0935,152,118,1,2018,México,Mexicano,Sur,Chiapas,Villa Corzo,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,07/03/2019,Hombre,23,Corrupción,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,Menos de $620
909,MEX18_0909,1121,13,1,2018,México,Mexicano,Sur,Tabasco,Centro,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Mujer,29,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No responde,No Aplica,Algo,No responde,No responde
992,MEX18_0992,71,35,1,2018,México,Mexicano,Sur,Campeche,Hopelchén,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,05/03/2019,Mujer,21,Corrupción,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $4,301 - $4,800"
89,MEX18_0089,71,35,1,2018,México,Mexicano,Sur,Campeche,Hopelchén,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,05/03/2019,Mujer,67,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,No responde,"Entre $1,601 - $2,000"
653,MEX18_0653,942,36,1,2018,México,Mexicano,Centro,Puebla,Huaquechula,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,08/02/2019,Mujer,56,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,Menos de $620
527,MEX18_0527,251,44,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,31/01/2019,Hombre,20,Otro,No,Sí,Sí votó,No responde,No,No Aplica,Mucho,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $7,601 - $9,300"
964,MEX18_0964,601,27,1,2018,México,Mexicano,Centro,Estado de México,Ecatepec de Morelos,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Hombre,40,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,No responde,"Entre $4,301 - $4,800"
357,MEX18_0357,252,44,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,31/01/2019,Mujer,47,Mal gobierno,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,No responde
1623,MEX18_1623,132,11,1,2018,México,Mexicano,Sur,Chiapas,Bochil,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,08/03/2019,Mujer,30,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
970,MEX18_0970,122,4,1,2018,México,Mexicano,Sur,Chiapas,Amatán,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,08/03/2019,Mujer,25,Corrupción,Sí,Sí,Sí votó,No responde,Sí,No responde,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Más de $13,000"
387,MEX18_0387,451,81,1,2018,México,Mexicano,Centro,Hidalgo,Pachuca de Soto,"Grande (más de 100,000)",Ciudad grande,Urbano,11/02/2019,Mujer,49,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
1440,MEX18_1440,472,104,1,2018,México,Mexicano,Centro,Hidalgo,Tepeji del Río de Ocampo,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,12/02/2019,Mujer,23,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,No sabe,No responde
398,MEX18_0398,351,26,1,2018,México,Mexicano,Centro Occidente,Guanajuato,Dolores Hidalgo,"Grande (más de 100,000)",Ciudad mediana,Urbano,12/02/2019,Mujer,70,Pobreza,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,Ningún ingreso
399,MEX18_0399,21,60,1,2018,México,Mexicano,Norte,Baja California,Mexicali,"Grande (más de 100,000)",Ciudad grande,Urbano,26/02/2019,Mujer,75,Pobreza,Sí,Sí,Sí votó,No responde,Sí,MORENA / Movimiento Regeneración Nacional,Nada,No responde,"Entre $1,201 - $1,600"
937,MEX18_0937,1112,70,1,2018,México,Mexicano,Norte,Sonora,Navojoa,"Grande (más de 100,000)",Ciudad mediana,Urbano,23/02/2019,Mujer,25,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $4,801 - $5,400"
1113,MEX18_1113,351,26,1,2018,México,Mexicano,Centro Occidente,Guanajuato,Dolores Hidalgo,"Grande (más de 100,000)",Ciudad mediana,Urbano,12/02/2019,Mujer,27,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,Sí,PAN / Partido Acción Nacional,Algo,No responde,"Más de $13,000"
254,MEX18_0254,361,50,1,2018,México,Mexicano,Centro Occidente,Guanajuato,León,"Grande (más de 100,000)",Ciudad grande,Rural,13/02/2019,Mujer,53,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No votaría,"Entre $1,201 - $1,600"
441,MEX18_0441,391,86,1,2018,México,Mexicano,Centro Occidente,Guanajuato,Pénjamo,"Grande (más de 100,000)",Ciudad mediana,Rural,14/02/2019,Mujer,50,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Mucho,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $620 - $1,200"
1537,MEX18_1537,831,106,1,2018,México,Mexicano,Centro Occidente,Nayarit,Tepic,"Grande (más de 100,000)",Ciudad grande,Urbano,06/03/2019,Hombre,31,Corrupción,Sí,Sí,Sí votó,No responde,No,No Aplica,Mucho,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $9,301 - $13,000"
438,MEX18_0438,371,51,1,2018,México,Mexicano,Centro Occidente,Guanajuato,León,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,64,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Iría a votar pero dejaría la boleta en blanco o la anularía,No responde
1128,MEX18_1128,1111,70,1,2018,México,Mexicano,Norte,Sonora,Navojoa,"Grande (más de 100,000)",Ciudad mediana,Urbano,23/02/2019,Mujer,49,Desempleo/falta de empleo,Sí,Sí,Sí votó,No responde,Sí,MORENA / Movimiento Regeneración Nacional,Nada,Votaría por el candidato o partido del actual presidente/administración,No sabe
1524,MEX18_1524,431,59,1,2018,México,Mexicano,Sur,Guerrero,Metlatónoc,"Pequeña (menos de 25,000)",Área rural,Rural,02/03/2019,Hombre,28,Narcotráfico,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
1059,MEX18_1059,461,94,1,2018,México,Mexicano,Centro,Hidalgo,San Felipe Orizatlán,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,26/03/2019,Mujer,38,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $4,801 - $5,400"
988,MEX18_0988,411,38,1,2018,México,Mexicano,Sur,Guerrero,Iguala de la Independencia,"Grande (más de 100,000)",Ciudad mediana,Urbano,03/03/2019,Hombre,49,Los políticos,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $4,301 - $4,800"
1557,MEX18_1557,262,45,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Hombre,64,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,No responde
1009,MEX18_1009,931,34,1,2018,México,Mexicano,Centro,Puebla,Honey,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,08/03/2019,Mujer,53,"Inflación, altos precios",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,No sabe,"Entre $2,401 - $2,800"
827,MEX18_0827,931,34,1,2018,México,Mexicano,Centro,Puebla,Honey,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,08/03/2019,Mujer,40,Corrupción,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $3,401 - $3,800"
334,MEX18_0334,792,48,1,2018,México,Mexicano,Centro,Morelos,Jiutepec,"Grande (más de 100,000)",Ciudad mediana,Urbano,22/02/2019,Hombre,63,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,No votaría,Menos de $620
733,MEX18_0733,802,123,1,2018,México,Mexicano,Centro,Morelos,Yautepec,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,22/02/2019,Mujer,66,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Mucho,No sabe,Menos de $620
1433,MEX18_1433,402,28,1,2018,México,Mexicano,Sur,Guerrero,Eduardo Neri,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,28/02/2019,Hombre,64,Otro,Sí,Sí,Sí votó,No responde,Sí,No responde,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
858,MEX18_0858,812,124,1,2018,México,Mexicano,Centro,Morelos,Yautepec,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,23/02/2019,Mujer,36,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No responde,No responde
1107,MEX18_1107,412,38,1,2018,México,Mexicano,Sur,Guerrero,Iguala de la Independencia,"Grande (más de 100,000)",Ciudad mediana,Urbano,03/03/2019,Hombre,28,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Iría a votar pero dejaría la boleta en blanco o la anularía,Menos de $620
1069,MEX18_1069,432,59,1,2018,México,Mexicano,Sur,Guerrero,Metlatónoc,"Pequeña (menos de 25,000)",Área rural,Rural,02/03/2019,Mujer,45,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No sabe,No responde
1608,MEX18_1608,441,74,1,2018,México,Mexicano,Centro,Hidalgo,Nopala de Villagrán,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,07/03/2019,Mujer,59,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,No responde
690,MEX18_0690,1162,121,1,2018,México,Mexicano,Norte,Tamaulipas,Villagrán,"Grande (más de 100,000)",Ciudad grande,Urbano,02/03/2019,Hombre,49,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $620 - $1,200"
1194,MEX18_1194,1152,18,1,2018,México,Mexicano,Norte,Tamaulipas,Ciudad Victoria,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Hombre,63,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No responde,"Entre $3,801 - $4,300"
914,MEX18_0914,662,72,1,2018,México,Mexicano,Centro,Estado de México,Nicolás Romero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Hombre,45,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,801 - $5,400"
1527,MEX18_1527,82,84,1,2018,México,Mexicano,Norte,Coahuila,Parras,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,23/02/2019,Hombre,49,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $9,301 - $13,000"
227,MEX18_0227,1161,121,1,2018,México,Mexicano,Norte,Tamaulipas,Villagrán,"Grande (más de 100,000)",Ciudad grande,Urbano,02/03/2019,Mujer,50,No sabe,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,No sabe
1578,MEX18_1578,542,126,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapopan,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,29,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No responde,No responde
676,MEX18_0676,541,126,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapopan,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,60,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No sabe,"Entre $4,801 - $5,400"
1603,MEX18_1603,541,126,1,2018,México,Mexicano,Centro Occidente,Jalisco,Zapopan,"Grande (más de 100,000)",Ciudad grande,Urbano,15/02/2019,Mujer,57,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No responde,"Más de $13,000"
1546,MEX18_1546,861,99,1,2018,México,Mexicano,Norte,Nuevo León,San Nicolás de los Garza,"Grande (más de 100,000)",Ciudad grande,Urbano,26/02/2019,Hombre,26,Desempleo/falta de empleo,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No responde,"Más de $13,000"
446,MEX18_0446,1151,18,1,2018,México,Mexicano,Norte,Tamaulipas,Ciudad Victoria,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Mujer,38,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,No votaría,"Entre $3,801 - $4,300"
436,MEX18_0436,511,95,1,2018,México,Mexicano,Centro Occidente,Jalisco,San Juan de los Lagos,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,19/02/2019,Hombre,32,Seguridad (falta de),Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $1,201 - $1,600"
560,MEX18_0560,101,61,1,2018,México,Mexicano,Norte,Coahuila,Monclova,"Grande (más de 100,000)",Ciudad grande,Urbano,24/02/2019,Mujer,57,Seguridad (falta de),Sí,Sí,Sí votó,No responde,Sí,MORENA / Movimiento Regeneración Nacional,Algo,No responde,"Entre $2,401 - $2,800"
191,MEX18_0191,902,75,1,2018,México,Mexicano,Sur,Oaxaca,Oaxaca de Juárez,"Grande (más de 100,000)",Ciudad grande,Urbano,13/02/2019,Hombre,20,Corrupción,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Iría a votar pero dejaría la boleta en blanco o la anularía,No sabe
673,MEX18_0673,282,3,1,2018,México,Mexicano,Centro,Distrito Federal,Alvaro Obregón,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Mujer,30,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
1444,MEX18_1444,291,109,1,2018,México,Mexicano,Centro,Distrito Federal,Tláhuac,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Mujer,80,Corrupción,Sí,Sí,Sí votó,No responde,No,No Aplica,Mucho,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $7,601 - $9,300"
921,MEX18_0921,1221,116,1,2018,México,Mexicano,Sur,Veracruz,Uxpanapa,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,11/02/2019,Mujer,47,Otro,Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,No sabe,"Entre $1,201 - $1,600"
881,MEX18_0881,1292,30,1,2018,México,Mexicano,Norte,Zacatecas,Fresnillo,"Grande (más de 100,000)",Ciudad mediana,Urbano,05/03/2019,Mujer,39,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No responde,"Entre $7,601 - $9,300"
151,MEX18_0151,681,110,1,2018,México,Mexicano,Centro,Estado de México,Tlalnepantla de Baz,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Mujer,71,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
463,MEX18_0463,1192,10,1,2018,México,Mexicano,Sur,Veracruz,Boca del Río,"Grande (más de 100,000)",Ciudad grande,Urbano,08/02/2019,Hombre,38,Medio ambiente,Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No responde,"Entre $5,401 - $6,400"
660,MEX18_0660,1252,78,1,2018,México,Mexicano,Sur,Veracruz,Orizaba,"Grande (más de 100,000)",Ciudad grande,Urbano,09/02/2019,Hombre,55,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,Sí,No responde,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $3,401 - $3,800"
1274,MEX18_1274,292,109,1,2018,México,Mexicano,Centro,Distrito Federal,Tláhuac,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Mujer,44,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No sabe,"Entre $1,601 - $2,000"
952,MEX18_0952,891,57,1,2018,México,Mexicano,Sur,Oaxaca,Mesones Hidalgo,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,15/02/2019,Mujer,28,Corrupción,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,No sabe,"Entre $1,201 - $1,600"
500,MEX18_0500,982,90,1,2018,México,Mexicano,Centro,Querétaro,Querétaro,"Grande (más de 100,000)",Ciudad grande,Urbano,22/02/2019,Mujer,50,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Algo,No sabe,"Entre $9,301 - $13,000"
426,MEX18_0426,1021,55,1,2018,México,Mexicano,Norte,San Luis Potosí,Matehuala,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,02/03/2019,Mujer,48,Desempleo/falta de empleo,Sí,Sí,Sí votó,No responde,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,801 - $3,400"
1051,MEX18_1051,952,76,1,2018,México,Mexicano,Centro,Puebla,Ocoyucan,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,25/03/2019,Mujer,45,"Delincuencia, crimen",Sí,Sí,Sí votó,No responde,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
