Grado,Apellido Paterno,Apellido Materno,Nombre,Nivel,Institucion de Adscripcion,Area del Conocimiento
DR.,FABRE,PLATAS,DANU ALBERTO,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,MOLINA,ROLDAN,AHTZIRI ERENDIRA,2,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,MAZZOTTI,PABELLO,GIOVANNA MADDALENA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,CANO,FLORES,MILAGROS,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,AGUIRRE,MORENO,JUDITH,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,CASTELLS,TALENS,ANTONI,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,TRAVIESO,BELLO,ANA CECILIA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,THIEBAUT,sin apellido Materno,VIRGINIE EMMANUELLE,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,VILLAFUERTE,VALDES,LUIS FERNANDO,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,TREJO,CRUZ,YESENIA DEL CARMEN,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,SANDOVAL,PEREZ,ESPERANZA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,TAHAR,CHAOUCH,MALIK LAURENT,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,WELSH,RODRIGUEZ,CARLOS MANUEL,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,BARCELATA,CHAVEZ,HILARIO,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,LOPEZ,BINNQUIST,ROSAURA CITLALLI,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,MARQUEZ,GONZALEZ,JOSE ANTONIO,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,LUNA,LEAL,MARISOL,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,MENDEZ,MAIN,SILVIA MARIA,2,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,QUIÑONEZ,LEON,EFRAIN,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,ARCE,CASTRO,BERTHA ALICIA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,TORRES,BERISTAIN,BEATRIZ,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,SAUCEDO,ACOSTA,EDGAR JUAN,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,GARRIDO,DE LA CALLEJA,CARLOS ALBERTO,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,AGUILAR,RIVERA,NOE,2,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,JARRO,FERNANDEZ,ANTONIA OLIVIA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,SANCHEZ,LOPEZ,SONIA,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,CASADOS,GONZALEZ,ESTELA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,DE SAN JORGE,CARDENAS,XOCHITL MA. DEL CARMEN,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,GONZALEZ,MUÑOZ,OSCAR,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,ANDRADE,GUEVARA,VICTOR MANUEL,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,DANIELS,RODRIGUEZ,MARTHA CRISTINA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,MARTINEZ,MARTINEZ,JORGE,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,SANGABRIEL,GARCIA,BERTHA ESMERALDA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,AVENDAÑO,MIRANDA,LILLIANA LORENA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,MOLERO,CASTILLO,GUILLERMO GILBERTO,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,GEREZ,FERNANDEZ,PATRICIA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,DELFIN,BELTRAN,LUIS ALBERTO,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,ESCUDERO,MACLUF,JESUS,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,RAMIREZ,VAZQUEZ,YOLANDA,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,PIÑA,GARCIA,CARLOS ADOLFO,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,PAVON,LEON,PATRICIA,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,VILLAGOMEZ,CORTES,JOSE ALFREDO S.,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DRA.,GOGEASCOECHEA,TREJO,MARIA DEL CARMEN,1,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,SERVIN,RODRIGUEZ,CHRISTOPHER ALEXIS,C,UNIVERSIDAD VERACRUZANA,Área V: CIENCIAS SOCIALES
DR.,TEJEDA,MARTINEZ,ADALBERTO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CORONEL,BRIZIO,HECTOR FRANCISCO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,MONTOYA,ALEJANDRO RAUL,2,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GRANADOS,BARBA,ALEJANDRO,2,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,PEREZ,ESPAÑA,HORACIO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HOUBRON,sin apellido Materno,ERIC PASCAL,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SALEM,SILVA,FRANCISCO SERGIO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SALAS,PEREZ,JOSE DE JESUS,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ROJAS,MARCIAL,JUAN EFRAIN,2,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LOPEZ,MARTINEZ,RAQUIEL RUFINO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RAMIREZ,ORTEGA,JOSUE,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VARGAS,MADRAZO,CARLOS ERNESTO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MARIN,HERNANDEZ,ANTONIO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GUERRA,HERNANDEZ,ALEJANDRO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ANDAVERDE,ARREDONDO,JORGE ALBERTO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ZAMORA,PEREDO,LUIS,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CAMPUZANO,VARGAS,CUAUHTEMOC,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HUERTA,HERNANDEZ,ADRIAN ARTURO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SALAS,MONREAL,DAVID,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ORTIZ,LOZANO,LEONARDO DAGOBERTO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,JIMENEZ,FERNANDEZ,VICTOR MANUEL,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LERMA,HERNANDEZ,SERGIO ADRIAN,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,AKE,CASTILLO,JOSE ANTOLIN,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VAZQUEZ,LEAL,HECTOR,2,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MEINERS,MANDUJANO,CESAR GABRIEL,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SANCHEZ,NUNGARAY,ARMANDO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HUERTA,CHUA,JESUS,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CASTAÑEDA,SHEISSA,ROBERTO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,FILOBELLO,NIÑO,URIEL ANTONIO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,ESCOBEDO,TRUJILLO,BEATRIS ADRIANA,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,DUPONT,GARCIA,LUIS ALFREDO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,PEREZ,GARCIA,VICTOR,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CRUZ,BECERRA,MIGUEL ANGEL,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,SIERON,sin apellido Materno,KATRIN,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,LINARES,CARLOS ALBERTO,1,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,AVENDAÑO,GARRIDO,MARTHA LORENA,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MENDOZA,TEMIS,JOEL DE JESUS,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,GONZALEZ,LOPEZ,GLORIA INES,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CORDOBA,MONTIEL,FRANCISCO,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,QUIROZ,CASTELLANOS,MARCELA,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,TORRES,MUÑOZ,DELIA,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,PEREZ,MIGUEL ANGEL,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MONTANE,JIMENEZ,LUIS GERARDO,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,QUINTANA,TORRES,LIGIA,C,UNIVERSIDAD VERACRUZANA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,HERNANDEZ PALACIOS,MIRON,MARIA ESTHER DEL CARMEN,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GOMEZ,FUENTES,AGUSTIN DANIEL,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BLAZQUEZ,DOMINGUEZ,CARMEN GUILLERMINA,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,BARRIENTOS,CONTRERAS,JUAN JOSE,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RIBES,IÑESTA,EMILIO,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SOL,TLACHI,JOSE MANUEL,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GARCIA DE LA SIENRA,GUAJARDO,ADOLFO,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VELASCO,TORO,JOSE MANUEL,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PEREZ,PAVON,ALFREDO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ALCARAZ,ROMERO,VICTOR MANUEL,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MARVAN,GARDUÑO,MARIA LUISA,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LAU,NORIEGA,JESUS GUADALUPE,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,BAEZ,JORGE,FELIX,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ORTIZ,ESCAMILLA,JUAN,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,IBAÑEZ,BERNAL,CARLOS,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MIRANDA,PEREZ,RICARDO GERARDO,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LADRON DE GUEVARA,GONZALEZ,SARA DEIFILIA,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ADAME,HERNANDEZ,DOMINGO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LIRA,LOPEZ,YAMILE DE LA CRUZ,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CORRAL,PEÑA,ELIZABETH,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RIVERA,KRAKOWSKA,OCTAVIO ENRIQUE,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MUNGUIA,ZATARAIN,MARTHA ELENA,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,DE LA MORA,VALENCIA,ROGELIO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,JUAREZ,MARTINEZ,ABEL,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GRANADOS,RAMOS,DORA ELIZABETH,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MORANTE,LOPEZ,RUBEN BERNARDO,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,HERNANZ,MORAL,JOSE ANTONIO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GONZALEZ,GAUDIANO,EDGAR JAVIER,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PRIETO,STAMBAUGH,ANTONIO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,TURISO,SEBASTIAN,JESUS MARTIN,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,WINFIELD,REYES,FERNANDO NOEL,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GARCIA,DIAZ,TERESITA DEL SOCORRO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ORTIZ,DOMINGUEZ,EFREN,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MONTES,GONZALEZ,FERNANDO MARTIN,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,VALLEJO,CASARIN,ALMA GLORIA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,EDEL,NAVARRO,RUBEN,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,FEDIUK,WALCZEWSKA,ELZBIETA DANUTA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,QUESADA,MARTIN,JULIO,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CUEVAS,VELASCO,NORMA ANGELICA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RODRIGUEZ,LANDA,JUAN FRANCISCO,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GUTIERREZ,GARCIA,ANA GLORIA,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BERNAL,MORALES,BLANDINA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CUELLAR,ESCAMILLA,DONAJI,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,AGUIRRE,AGUILAR,GENARO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GONZALEZ,LINAJE,MARIA TERESA (MAITE),1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,SILVA,RIVERA,EVODIA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,HERNANDEZ,BONILLA,MAURICIO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ALATORRE,FRENK,GERARDO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,DIETZ,sin apellido Materno,GUNTHER,3,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GARCIA DE LA SIENRA,PEREZ,RODRIGO ADOLFO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,FERNANDEZ,ARRIOLA,ANGEL [JOSE],1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,REHAAG,TOBEY,IRMGARD MARIA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,VELASCO,GONZALEZ,RAQUEL,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GARCIA,MEZA,NORMA ESTHER,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MENDOZA,ZUANY,ROSA GUADALUPE,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,VARGAS,MONTERO,JULIA MICAELA DE GUADALUP,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RODRIGUEZ,BARRAZA,ADRIANA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,KOHL,sin apellido Materno,RANDALL CHARLES,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,TORRES,GASTELU,CARLOS ARTURO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CERON,VELASQUEZ,MARIA ENRIQUETA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,DUCEY,sin apellido Materno,MICHAEL THOMAS,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,HERNANDEZ,MENDEZ,GRISELDA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BUDAR,JIMENEZ,LOURDES,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CONTRERAS,UTRERA,JULIO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SERRANO,VARGAS,MARIO AMADO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,FIGUEROA SAAVEDRA,RUIZ,MIGUEL,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,BUGANZA,TORIO,JACOB,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,OLIVA,ZARATE,LAURA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GONZALEZ,REYES,ALBA HORTENCIA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MARTI,CAPITANACHI,DANIEL ROLANDO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GOMEZ,CRUZ,FILIBERTA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GARCIA,VALENCIA,EDGAR ALEJANDRO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RASHKIN,sin apellido Materno,ELISSA JOY,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PANICO,sin apellido Materno,FRANCESCO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,HERRERA,DIAZ,LUZ EDITH,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MENASSE,TEMPLE,ADRIANA ROSA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,FISHER,Y SALAZAR,JAIME,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ESQUIVEL,GAMEZ,ISMAEL,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CELAYA,NANDEZ,YOVANA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MATEOS,CORTES,LAURA SELENE,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GIDI,BLANCHET,CLAUDIA ELISA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PEREZ,ALMONACID,RICARDO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ARELLANEZ,HERNANDEZ,JORGE LUIS,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LAGUNES,CORDOBA,ROBERTO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,FLORES,GRAJALES,MARIA GUADALUPE,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,TREVIÑO,RONZON,ERNESTO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
